transaction_id,customer_id,amount,currency,payment_method,payment_status,failure_reason,gateway_status,previous_failures,previous_successes,customer_tenure_days,retry_count,timestamp,recoverable,expected_action,actual_recovery,recovered_amount
TXN-00171,CUST-0164,500,INR,net_banking,failed,temporary_gateway_failure,operational,0,11,460,0,2026-01-02T06:47:00,True,RETRY_PAYMENT,False,0
TXN-00172,CUST-0389,30000,INR,upi,failed,invalid_payment_method,operational,2,15,1426,0,2026-01-07T07:35:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00173,CUST-0271,15000,INR,credit_card,failed,insufficient_funds,degraded,1,4,1124,0,2026-01-28T17:03:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00174,CUST-0235,2500,INR,debit_card,failed,card_declined,operational,3,20,1626,0,2026-01-29T08:16:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00175,CUST-0001,500,INR,credit_card,failed,insufficient_funds,operational,5,4,597,1,2026-01-20T12:50:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00176,CUST-0279,7500,INR,net_banking,failed,gateway_timeout,operational,4,11,139,1,2026-01-24T22:35:00,True,RETRY_PAYMENT,True,7500
TXN-00177,CUST-0383,150000,INR,credit_card,failed,expired_card,operational,5,12,765,1,2026-01-12T13:03:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00178,CUST-0069,500,INR,upi,failed,temporary_gateway_failure,operational,0,18,1506,1,2026-01-16T03:11:00,True,RETRY_PAYMENT,True,500
TXN-00179,CUST-0416,7500,INR,debit_card,failed,invalid_payment_method,operational,5,15,1294,1,2026-01-09T07:05:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00180,CUST-0264,500,INR,net_banking,failed,invalid_payment_method,operational,1,1,647,0,2026-01-15T02:41:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00181,CUST-0444,2500,INR,net_banking,failed,expired_card,operational,1,9,732,2,2026-01-03T04:12:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00182,CUST-0174,15000,INR,credit_card,failed,card_declined,operational,3,14,1833,0,2026-01-18T14:19:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00183,CUST-0041,150000,INR,net_banking,failed,insufficient_funds,operational,2,2,1490,2,2026-01-20T07:40:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00184,CUST-0309,2500,INR,upi,failed,gateway_timeout,operational,5,9,628,0,2026-01-21T07:03:00,True,RETRY_PAYMENT,False,0
TXN-00185,CUST-0328,500,INR,upi,failed,insufficient_funds,operational,2,19,891,2,2026-01-13T11:53:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00186,CUST-0074,150000,INR,credit_card,failed,temporary_gateway_failure,operational,4,5,1952,0,2026-01-02T10:00:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00187,CUST-0487,30000,INR,net_banking,failed,invalid_payment_method,operational,5,11,742,0,2026-01-18T10:10:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00188,CUST-0294,7500,INR,debit_card,failed,expired_card,operational,2,14,1563,4,2026-01-04T11:58:00,False,STOP,False,0
TXN-00189,CUST-0256,500,INR,net_banking,failed,card_declined,operational,0,0,1507,0,2026-01-09T11:12:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00190,CUST-0356,7500,INR,credit_card,failed,expired_card,operational,3,6,1254,0,2026-01-13T23:55:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00191,CUST-0045,75000,INR,debit_card,failed,insufficient_funds,operational,3,5,1841,3,2026-01-21T06:10:00,False,STOP,False,0
TXN-00192,CUST-0365,30000,INR,upi,failed,card_declined,operational,2,9,1744,1,2026-01-08T04:02:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00193,CUST-0122,15000,INR,debit_card,failed,invalid_payment_method,operational,0,6,1623,1,2026-01-07T07:41:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00194,CUST-0034,15000,INR,upi,failed,temporary_gateway_failure,operational,4,4,1254,0,2026-01-04T22:10:00,True,RETRY_PAYMENT,True,15000
TXN-00195,CUST-0329,150000,INR,net_banking,failed,invalid_payment_method,operational,4,2,257,2,2026-01-15T10:16:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00196,CUST-0394,500,INR,upi,failed,insufficient_funds,operational,4,20,1204,2,2026-01-09T06:45:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00197,CUST-0479,75000,INR,credit_card,failed,insufficient_funds,operational,2,5,332,1,2026-01-15T16:25:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00198,CUST-0321,15000,INR,upi,failed,card_declined,operational,5,17,563,0,2026-01-06T16:43:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00199,CUST-0320,2500,INR,credit_card,failed,expired_card,operational,4,4,351,0,2026-01-30T23:30:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00200,CUST-0395,15000,INR,upi,failed,expired_card,operational,0,2,94,1,2026-01-30T04:38:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00201,CUST-0280,7500,INR,debit_card,failed,invalid_payment_method,operational,5,0,1020,0,2026-01-29T13:01:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00202,CUST-0353,2500,INR,net_banking,failed,card_declined,operational,3,9,929,2,2026-01-04T07:42:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00203,CUST-0376,500,INR,net_banking,failed,insufficient_funds,operational,4,4,641,0,2026-01-15T12:46:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00204,CUST-0239,150000,INR,net_banking,failed,card_declined,operational,4,3,654,0,2026-01-12T00:02:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00205,CUST-0493,500,INR,debit_card,failed,insufficient_funds,operational,3,19,857,0,2026-01-12T07:10:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00206,CUST-0240,30000,INR,upi,failed,gateway_timeout,degraded,1,5,1021,2,2026-01-24T10:13:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00207,CUST-0111,7500,INR,net_banking,failed,card_declined,operational,4,14,1980,4,2026-01-11T22:56:00,False,STOP,False,0
TXN-00208,CUST-0005,7500,INR,credit_card,failed,temporary_gateway_failure,operational,5,15,586,1,2026-01-25T10:12:00,True,RETRY_PAYMENT,False,0
TXN-00209,CUST-0100,2500,INR,upi,failed,card_declined,operational,3,1,1168,0,2026-01-26T13:39:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00210,CUST-0349,2500,INR,credit_card,failed,card_declined,operational,4,8,1691,1,2026-01-29T08:44:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00211,CUST-0387,7500,INR,credit_card,failed,gateway_timeout,operational,2,17,1923,2,2026-01-17T15:20:00,True,RETRY_PAYMENT,True,7500
TXN-00212,CUST-0077,7500,INR,credit_card,failed,insufficient_funds,operational,2,15,1064,0,2026-01-21T19:09:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00213,CUST-0304,7500,INR,debit_card,failed,expired_card,operational,1,12,1263,1,2026-01-14T14:50:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00214,CUST-0214,2500,INR,net_banking,failed,expired_card,operational,0,11,679,0,2026-01-05T23:43:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00215,CUST-0370,7500,INR,credit_card,failed,invalid_payment_method,operational,5,18,1183,0,2026-01-11T08:32:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00216,CUST-0017,500,INR,debit_card,failed,insufficient_funds,operational,3,4,1683,2,2026-01-12T00:32:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00217,CUST-0211,7500,INR,credit_card,failed,invalid_payment_method,operational,3,4,846,0,2026-01-10T06:42:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00218,CUST-0288,7500,INR,net_banking,failed,expired_card,operational,0,4,1063,2,2026-01-10T10:28:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00219,CUST-0176,2500,INR,net_banking,failed,invalid_payment_method,operational,1,14,1869,0,2026-01-25T06:19:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00220,CUST-0116,7500,INR,upi,failed,invalid_payment_method,operational,1,8,1143,0,2026-01-14T14:02:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00221,CUST-0287,75000,INR,upi,failed,card_declined,operational,3,10,983,1,2026-01-16T20:59:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00222,CUST-0420,75000,INR,upi,failed,invalid_payment_method,operational,4,12,1835,1,2026-01-18T22:56:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00223,CUST-0336,2500,INR,upi,failed,gateway_timeout,operational,0,11,1893,4,2026-01-21T03:11:00,False,STOP,False,0
TXN-00224,CUST-0316,2500,INR,debit_card,failed,insufficient_funds,operational,4,8,282,1,2026-01-05T23:18:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00225,CUST-0052,15000,INR,debit_card,failed,gateway_timeout,operational,1,20,477,3,2026-01-03T09:20:00,False,STOP,False,0
TXN-00226,CUST-0209,2500,INR,net_banking,failed,invalid_payment_method,operational,0,17,1903,2,2026-01-08T04:30:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00227,CUST-0031,15000,INR,net_banking,failed,insufficient_funds,operational,2,10,585,2,2026-01-30T09:29:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00228,CUST-0479,75000,INR,debit_card,failed,temporary_gateway_failure,operational,0,5,856,2,2026-01-09T00:00:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00229,CUST-0291,75000,INR,net_banking,failed,insufficient_funds,operational,2,1,19,2,2026-01-14T13:55:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00230,CUST-0436,7500,INR,upi,failed,card_declined,operational,4,15,1822,1,2026-01-07T02:34:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00231,CUST-0368,7500,INR,debit_card,failed,card_declined,operational,5,14,1328,0,2026-01-12T17:00:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00232,CUST-0460,500,INR,upi,failed,invalid_payment_method,operational,1,5,1252,1,2026-01-30T01:39:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00233,CUST-0480,2500,INR,upi,failed,insufficient_funds,operational,1,4,978,1,2026-01-15T17:27:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00234,CUST-0006,2500,INR,net_banking,failed,card_declined,operational,2,9,1193,2,2026-01-27T01:44:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00235,CUST-0473,2500,INR,debit_card,failed,card_declined,operational,2,5,831,0,2026-01-23T20:53:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00236,CUST-0113,30000,INR,upi,failed,invalid_payment_method,operational,2,11,1259,1,2026-01-11T01:13:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00237,CUST-0468,75000,INR,debit_card,failed,insufficient_funds,operational,2,13,1438,5,2026-01-25T23:54:00,False,STOP,False,0
TXN-00238,CUST-0271,7500,INR,debit_card,failed,expired_card,operational,4,2,1077,1,2026-01-21T07:58:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00239,CUST-0077,15000,INR,credit_card,failed,temporary_gateway_failure,operational,4,6,1173,1,2026-01-25T10:10:00,True,RETRY_PAYMENT,True,15000
TXN-00240,CUST-0229,30000,INR,credit_card,failed,insufficient_funds,operational,3,2,1841,2,2026-01-24T05:27:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00241,CUST-0371,30000,INR,debit_card,failed,insufficient_funds,operational,0,17,947,1,2026-01-15T00:36:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00242,CUST-0278,500,INR,credit_card,failed,card_declined,operational,0,13,706,1,2026-01-03T21:38:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00243,CUST-0494,150000,INR,net_banking,failed,temporary_gateway_failure,operational,1,20,1494,0,2026-01-30T09:28:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00244,CUST-0069,2500,INR,net_banking,failed,insufficient_funds,operational,3,2,1399,3,2026-01-25T13:03:00,False,STOP,False,0
TXN-00245,CUST-0428,15000,INR,credit_card,failed,card_declined,operational,4,4,1491,1,2026-01-11T03:14:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00246,CUST-0127,500,INR,upi,failed,temporary_gateway_failure,operational,3,17,777,2,2026-01-11T10:51:00,True,RETRY_PAYMENT,True,500
TXN-00247,CUST-0035,500,INR,credit_card,failed,gateway_timeout,operational,4,0,493,1,2026-01-10T09:05:00,True,RETRY_PAYMENT,True,500
TXN-00248,CUST-0387,500,INR,credit_card,failed,expired_card,operational,3,7,1106,0,2026-01-10T21:18:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00249,CUST-0307,30000,INR,debit_card,failed,temporary_gateway_failure,operational,5,18,654,0,2026-01-27T06:45:00,True,RETRY_PAYMENT,True,30000
TXN-00250,CUST-0141,30000,INR,upi,failed,gateway_timeout,operational,4,7,847,5,2026-01-14T16:13:00,False,STOP,False,0
TXN-00251,CUST-0483,500,INR,debit_card,failed,expired_card,operational,3,1,1992,0,2026-01-16T16:11:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00252,CUST-0243,7500,INR,upi,failed,insufficient_funds,operational,2,12,377,0,2026-01-25T11:33:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00253,CUST-0496,2500,INR,upi,failed,gateway_timeout,operational,3,1,1152,0,2026-01-19T18:45:00,True,RETRY_PAYMENT,True,2500
TXN-00254,CUST-0048,7500,INR,debit_card,failed,insufficient_funds,operational,0,14,1735,0,2026-01-17T21:18:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00255,CUST-0097,7500,INR,credit_card,failed,gateway_timeout,operational,4,1,1790,1,2026-01-04T07:29:00,True,RETRY_PAYMENT,False,0
TXN-00256,CUST-0109,7500,INR,debit_card,failed,invalid_payment_method,operational,2,9,1960,3,2026-01-01T16:44:00,False,STOP,False,0
TXN-00257,CUST-0204,75000,INR,credit_card,failed,invalid_payment_method,operational,1,19,1442,2,2026-01-10T07:22:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00258,CUST-0134,75000,INR,upi,failed,expired_card,operational,4,20,736,0,2026-01-15T00:52:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00259,CUST-0190,2500,INR,net_banking,failed,insufficient_funds,operational,3,10,1873,5,2026-01-10T05:52:00,False,STOP,False,0
TXN-00260,CUST-0152,2500,INR,debit_card,failed,temporary_gateway_failure,operational,4,18,1187,0,2026-01-20T00:06:00,True,RETRY_PAYMENT,True,2500
TXN-00261,CUST-0495,2500,INR,debit_card,failed,insufficient_funds,operational,5,10,528,1,2026-01-23T05:42:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00262,CUST-0251,15000,INR,net_banking,failed,invalid_payment_method,operational,2,5,287,2,2026-01-25T20:58:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00263,CUST-0212,500,INR,credit_card,failed,expired_card,operational,0,1,1566,2,2026-01-01T06:58:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00264,CUST-0031,500,INR,debit_card,failed,invalid_payment_method,operational,1,16,934,0,2026-01-17T23:38:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00265,CUST-0009,7500,INR,net_banking,failed,invalid_payment_method,operational,4,17,843,0,2026-01-01T12:56:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00266,CUST-0055,7500,INR,upi,failed,card_declined,operational,5,13,1652,2,2026-01-09T03:48:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00267,CUST-0041,75000,INR,debit_card,failed,expired_card,operational,2,11,548,1,2026-01-19T01:31:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00268,CUST-0335,2500,INR,net_banking,failed,insufficient_funds,operational,1,9,1401,5,2026-01-04T16:03:00,False,STOP,False,0
TXN-00269,CUST-0005,150000,INR,credit_card,failed,invalid_payment_method,operational,4,15,115,0,2026-01-29T23:29:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00270,CUST-0459,15000,INR,net_banking,failed,temporary_gateway_failure,operational,2,18,1758,1,2026-01-05T08:09:00,True,RETRY_PAYMENT,True,15000
TXN-00271,CUST-0289,500,INR,net_banking,failed,gateway_timeout,operational,5,8,1842,3,2026-01-25T17:08:00,False,STOP,False,0
TXN-00272,CUST-0154,15000,INR,upi,failed,gateway_timeout,operational,1,12,1903,0,2026-01-04T12:02:00,True,RETRY_PAYMENT,True,15000
TXN-00273,CUST-0028,2500,INR,upi,failed,insufficient_funds,operational,5,2,1026,2,2026-01-16T17:46:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00274,CUST-0016,500,INR,credit_card,failed,gateway_timeout,operational,4,12,1985,2,2026-01-15T20:29:00,True,RETRY_PAYMENT,True,500
TXN-00275,CUST-0339,15000,INR,net_banking,failed,insufficient_funds,operational,3,13,381,1,2026-01-27T15:55:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00276,CUST-0365,2500,INR,upi,failed,expired_card,operational,0,8,316,2,2026-01-18T07:03:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00277,CUST-0390,15000,INR,net_banking,failed,gateway_timeout,operational,0,9,911,0,2026-01-17T09:07:00,True,RETRY_PAYMENT,True,15000
TXN-00278,CUST-0182,500,INR,net_banking,failed,gateway_timeout,operational,3,3,54,1,2026-01-05T01:53:00,True,RETRY_PAYMENT,True,500
TXN-00279,CUST-0293,7500,INR,net_banking,failed,card_declined,operational,0,17,1854,0,2026-01-12T01:08:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00280,CUST-0086,7500,INR,net_banking,failed,invalid_payment_method,operational,2,15,299,0,2026-01-03T21:06:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00281,CUST-0254,2500,INR,upi,failed,insufficient_funds,operational,2,7,1477,0,2026-01-29T10:42:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00282,CUST-0195,7500,INR,net_banking,failed,gateway_timeout,operational,3,10,1724,0,2026-01-29T05:24:00,True,RETRY_PAYMENT,False,0
TXN-00283,CUST-0309,2500,INR,net_banking,failed,card_declined,operational,4,4,616,3,2026-01-15T14:15:00,False,STOP,False,0
TXN-00284,CUST-0252,75000,INR,net_banking,failed,gateway_timeout,operational,2,9,1506,4,2026-01-29T19:17:00,False,STOP,False,0
TXN-00285,CUST-0103,75000,INR,upi,failed,gateway_timeout,operational,3,11,234,2,2026-01-26T15:52:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00286,CUST-0225,7500,INR,debit_card,failed,expired_card,operational,5,14,1932,1,2026-01-10T12:59:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00287,CUST-0156,15000,INR,credit_card,failed,invalid_payment_method,operational,3,15,286,2,2026-01-29T19:46:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00288,CUST-0299,2500,INR,debit_card,failed,invalid_payment_method,operational,0,14,1225,2,2026-01-22T19:27:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00289,CUST-0469,2500,INR,net_banking,failed,expired_card,operational,2,17,1217,2,2026-01-30T01:03:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00290,CUST-0205,500,INR,upi,failed,gateway_timeout,operational,4,20,1388,1,2026-01-30T10:24:00,True,RETRY_PAYMENT,False,0
TXN-00291,CUST-0353,2500,INR,credit_card,failed,insufficient_funds,operational,4,16,1143,0,2026-01-27T10:04:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00292,CUST-0013,7500,INR,upi,failed,insufficient_funds,operational,4,16,309,2,2026-01-16T16:47:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00293,CUST-0176,7500,INR,net_banking,failed,card_declined,degraded,5,4,714,0,2026-01-15T04:40:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00294,CUST-0154,7500,INR,net_banking,failed,gateway_timeout,operational,5,14,654,0,2026-01-04T01:22:00,True,RETRY_PAYMENT,True,7500
TXN-00295,CUST-0283,15000,INR,upi,failed,temporary_gateway_failure,operational,1,7,1057,1,2026-01-08T22:32:00,True,RETRY_PAYMENT,True,15000
TXN-00296,CUST-0203,7500,INR,debit_card,failed,insufficient_funds,operational,1,20,1347,1,2026-01-20T16:00:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00297,CUST-0386,500,INR,debit_card,failed,expired_card,operational,0,6,422,0,2026-01-13T16:01:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00298,CUST-0059,15000,INR,credit_card,failed,temporary_gateway_failure,operational,2,10,404,1,2026-01-21T19:46:00,True,RETRY_PAYMENT,True,15000
TXN-00299,CUST-0433,30000,INR,upi,failed,expired_card,operational,4,3,713,1,2026-01-17T00:27:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00300,CUST-0123,7500,INR,upi,failed,gateway_timeout,degraded,5,4,642,1,2026-01-06T08:44:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00301,CUST-0197,2500,INR,upi,failed,gateway_timeout,operational,3,19,283,1,2026-01-27T03:50:00,True,RETRY_PAYMENT,True,2500
TXN-00302,CUST-0318,7500,INR,debit_card,failed,expired_card,operational,1,5,645,1,2026-01-21T12:36:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00303,CUST-0254,500,INR,credit_card,failed,card_declined,operational,3,17,1036,0,2026-01-30T17:19:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00304,CUST-0408,2500,INR,net_banking,failed,insufficient_funds,operational,1,2,1158,0,2026-01-02T09:42:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00305,CUST-0282,15000,INR,credit_card,failed,card_declined,operational,1,14,1159,1,2026-01-23T13:00:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00306,CUST-0390,7500,INR,credit_card,failed,expired_card,operational,2,17,1685,1,2026-01-02T21:26:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00307,CUST-0231,15000,INR,debit_card,failed,expired_card,down,5,7,610,0,2026-01-02T11:12:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00308,CUST-0353,2500,INR,net_banking,failed,temporary_gateway_failure,operational,1,6,1661,0,2026-01-27T18:10:00,True,RETRY_PAYMENT,True,2500
TXN-00309,CUST-0292,15000,INR,net_banking,failed,invalid_payment_method,operational,1,6,1650,0,2026-01-03T16:50:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00310,CUST-0461,2500,INR,debit_card,failed,card_declined,operational,2,18,548,2,2026-01-24T09:52:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00311,CUST-0065,15000,INR,debit_card,failed,temporary_gateway_failure,degraded,0,8,1776,2,2026-01-30T20:24:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00312,CUST-0296,15000,INR,debit_card,failed,gateway_timeout,operational,1,12,1003,0,2026-01-07T11:17:00,True,RETRY_PAYMENT,True,15000
TXN-00313,CUST-0356,7500,INR,net_banking,failed,insufficient_funds,operational,0,12,1056,2,2026-01-13T15:53:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00314,CUST-0326,75000,INR,net_banking,failed,card_declined,degraded,0,2,1497,0,2026-01-21T20:44:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00315,CUST-0166,15000,INR,credit_card,failed,card_declined,operational,3,6,1014,0,2026-01-13T05:18:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00316,CUST-0321,30000,INR,debit_card,failed,card_declined,operational,2,1,95,1,2026-01-05T12:45:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00317,CUST-0104,15000,INR,credit_card,failed,insufficient_funds,operational,3,14,2,3,2026-01-20T11:16:00,False,STOP,False,0
TXN-00318,CUST-0129,150000,INR,upi,failed,gateway_timeout,operational,2,2,1341,4,2026-01-17T09:41:00,False,STOP,False,0
TXN-00319,CUST-0047,500,INR,debit_card,failed,invalid_payment_method,operational,5,7,880,1,2026-01-30T19:57:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00320,CUST-0005,15000,INR,debit_card,failed,temporary_gateway_failure,operational,1,16,1393,0,2026-01-21T06:07:00,True,RETRY_PAYMENT,True,15000
TXN-00321,CUST-0053,2500,INR,net_banking,failed,temporary_gateway_failure,operational,1,12,183,1,2026-01-05T15:52:00,True,RETRY_PAYMENT,True,2500
TXN-00322,CUST-0036,30000,INR,net_banking,failed,gateway_timeout,operational,1,20,1387,2,2026-01-07T12:02:00,True,RETRY_PAYMENT,True,30000
TXN-00323,CUST-0316,500,INR,debit_card,failed,invalid_payment_method,operational,5,4,1884,2,2026-01-19T17:41:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00324,CUST-0180,15000,INR,credit_card,failed,gateway_timeout,operational,0,18,1496,0,2026-01-18T11:27:00,True,RETRY_PAYMENT,False,0
TXN-00325,CUST-0146,2500,INR,debit_card,failed,gateway_timeout,operational,4,19,1229,0,2026-01-28T15:39:00,True,RETRY_PAYMENT,False,0
TXN-00326,CUST-0028,15000,INR,upi,failed,invalid_payment_method,operational,1,12,606,1,2026-01-30T09:47:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00327,CUST-0456,15000,INR,net_banking,failed,gateway_timeout,operational,5,19,146,0,2026-01-25T01:01:00,True,RETRY_PAYMENT,False,0
TXN-00328,CUST-0391,150000,INR,debit_card,failed,card_declined,operational,3,11,1119,2,2026-01-08T20:42:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00329,CUST-0486,7500,INR,credit_card,failed,temporary_gateway_failure,operational,1,1,1890,0,2026-01-03T18:02:00,True,RETRY_PAYMENT,True,7500
TXN-00330,CUST-0079,7500,INR,net_banking,failed,invalid_payment_method,operational,5,17,1102,0,2026-01-29T00:53:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00331,CUST-0301,2500,INR,credit_card,failed,card_declined,operational,1,17,670,0,2026-01-18T18:46:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00332,CUST-0474,7500,INR,credit_card,failed,invalid_payment_method,operational,1,1,501,0,2026-01-04T22:10:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00333,CUST-0363,2500,INR,credit_card,failed,insufficient_funds,operational,5,5,245,2,2026-01-01T13:50:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00334,CUST-0065,500,INR,debit_card,failed,temporary_gateway_failure,operational,4,8,342,0,2026-01-17T22:10:00,True,RETRY_PAYMENT,True,500
TXN-00335,CUST-0135,30000,INR,credit_card,failed,invalid_payment_method,operational,3,8,1073,0,2026-01-03T21:45:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00336,CUST-0086,15000,INR,credit_card,failed,expired_card,operational,0,15,1760,1,2026-01-26T19:11:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00337,CUST-0002,2500,INR,credit_card,failed,card_declined,operational,0,7,1518,1,2026-01-24T03:46:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00338,CUST-0284,500,INR,debit_card,failed,temporary_gateway_failure,operational,1,5,1908,0,2026-01-02T14:37:00,True,RETRY_PAYMENT,False,0
TXN-00339,CUST-0293,15000,INR,net_banking,failed,invalid_payment_method,operational,5,10,556,0,2026-01-04T13:04:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00340,CUST-0444,2500,INR,credit_card,failed,expired_card,operational,0,12,142,2,2026-01-22T04:00:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00341,CUST-0402,2500,INR,upi,failed,card_declined,operational,2,6,598,1,2026-01-26T15:49:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00342,CUST-0390,2500,INR,debit_card,failed,expired_card,operational,3,6,1501,1,2026-01-25T20:59:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00343,CUST-0487,15000,INR,credit_card,failed,gateway_timeout,degraded,4,11,1303,0,2026-01-01T10:28:00,False,ESCALATE_TO_HUMAN,False,0
TXN-00344,CUST-0215,2500,INR,net_banking,failed,invalid_payment_method,operational,0,6,1086,2,2026-01-11T20:08:00,False,ESCALATE_TO_HUMAN,False,0
